text,label,clean_text,finbert_label
"INDONESIA PLANS NEW, TEMPORARY PALM OIL EXPORT LEVY RULES AND INCENTIVE THAT WILL BOOST EXPORTS - DEPUTY FINMIN",14,indonesia plans new temporary palm oil export levy rules and incentive that will boost exports  deputy finmin,0
"New York City saw an 11.3% rise in produce, 11.5% in snacks, cookies and chips, and 9.5% in beverages in the second quarter, according to Datasembly's Grocery Price Index  https://t.co/2ks2GTDwKt",14,new york city saw an 113 rise in produce 115 in snacks cookies and chips and 95 in beverages in the second quarter according to datasemblys grocery price index  ,1
Credit Suisse signs Mexico alliance agreement with Actinver  https://t.co/2P7ES08xAx  https://t.co/CAolMWeonW,2,credit suisse signs mexico alliance agreement with actinver    ,0
Paperless Parts Appoints Experienced Operators to its Board of Directors and Board of Advisors as the Company Continues to Scale  https://t.co/FJXlhr46qC  https://t.co/rUJqOlqxXN,17,paperless parts appoints experienced operators to its board of directors and board of advisors as the company continues to scale    ,0
"The Russian-occupied peninsula of Crimea is shipping more than 50 times the volume of food it usually does at this time of year, likely indicating that seized Ukrainian grain is being taken abroad  https://t.co/8PAx7bFD6j",9,the russianoccupied peninsula of crimea is shipping more than 50 times the volume of food it usually does at this time of year likely indicating that seized ukrainian grain is being taken abroad  ,0
QuantumScape Announces Timing of Second Quarter 2022 Financial Results and Webcast  https://t.co/wvDzdQxq3F  https://t.co/uuTUwSbtNe,5,quantumscape announces timing of second quarter 2022 financial results and webcast    ,0
"United States Re-refined Base Oil Market Outlook and Forecasts, 2022-2027 -  https://t.co/guyiBzPH8C  https://t.co/ypKmKcvP1e  https://t.co/THD7LqRlsD",6,united states rerefined base oil market outlook and forecasts 20222027       ,0
MetaX LLC v. Meta Platforms Inc.  https://t.co/oOJvHOHpgh,12,metax llc v meta platforms inc  ,0
"Prepaid Technologies Acquires Workstride, Advancing Its Category-Leading Payments Platform  https://t.co/arjKtMTuvX  https://t.co/N01ohyxLUc",13,prepaid technologies acquires workstride advancing its categoryleading payments platform    ,1
9 wines that pair spectacularly with any grilled food  https://t.co/zvZlskJ6T5,9,9 wines that pair spectacularly with any grilled food  ,0
GameStop's NFT marketplace already has almost double the all-time trading volume of Coinbase's marketplace   https://t.co/GF733nM0E4,2,gamestops nft marketplace already has almost double the alltime trading volume of coinbases marketplace   ,1
"Stock futures ease back after strong run as investors eye earnings, ECB meeting  https://t.co/7BZjI84yeJ",15,stock futures ease back after strong run as investors eye earnings ecb meeting  ,2
"Social Security cost-of-living adjustment could be 10.5% in 2023, according to a new estimate  https://t.co/LpJccmjxxi",14,social security costofliving adjustment could be 105 in 2023 according to a new estimate  ,0
Novaria Group Signs Agreement to Acquire Stroco Manufacturing  https://t.co/uVKJISybxM  https://t.co/OSQGtVJbDw,13,novaria group signs agreement to acquire stroco manufacturing    ,0
Goldman-backed fintech Starling withdraws European bank license application in blow to global ambitions  https://t.co/LtXfquQhTf,2,goldmanbacked fintech starling withdraws european bank license application in blow to global ambitions  ,2
Sole Source Capital Portfolio Company Peak Technologies Acquires Siena Analytics  https://t.co/nFD5VSD536  https://t.co/HaiX8WEaAI,13,sole source capital portfolio company peak technologies acquires siena analytics    ,0
🇮🇳🇨🇳 India is expected to surpass China to become the world’s most populous nation in 2023.  The estimate is 4 years ahead of an earlier timeline by the United Nations. The same report pegs global population growth at 8.5 billion by 2030  https://t.co/TqJXmsg9Ue  https://t.co/fAs6kiVxYX,14, india is expected to surpass china to become the worlds most populous nation in 2023  the estimate is 4 years ahead of an earlier timeline by the united nations the same report pegs global population growth at 85 billion by 2030    ,1
"Analysts react to Tesla's latest earnings, break down what's next for electric car maker  https://t.co/kwhoE6W06u",0,analysts react to teslas latest earnings break down whats next for electric car maker  ,0
Hootsuite Breaks Free From the Sea of Sameness with Bold Vision for Social and New Brand System  https://t.co/0FlmdLFsDR  https://t.co/tpfIHiG1Nx,2,hootsuite breaks free from the sea of sameness with bold vision for social and new brand system    ,0
Octopus Energy rescues customers of collapsed smaller supplier  https://t.co/hkoBKF1Ej3,2,octopus energy rescues customers of collapsed smaller supplier  ,0
"The report for the consumer price index is expected to show a year-over-year rise of 8.8% for June, according to economists polled by The Wall Street Journal.  https://t.co/lHkr3STKIU",14,the report for the consumer price index is expected to show a yearoveryear rise of 88 for june according to economists polled by the wall street journal  ,0
"Lufthansa plans to cut an additional 2,000 flights until the end of August, bringing its total cancellations to almost 6,000 as Europe’s travel disruptions continue to worsen  https://t.co/xFOAcbIQGP",2,lufthansa plans to cut an additional 2000 flights until the end of august bringing its total cancellations to almost 6000 as europes travel disruptions continue to worsen  ,2
Buenaventura Announces Second Quarter 2022 Production and Volume Sold per Metal Results  https://t.co/Mr8Uq6bAJP  https://t.co/MY7MGBXAqW,2,buenaventura announces second quarter 2022 production and volume sold per metal results    ,0
India’s farmers are ramping up planting in the coming months after slow monsoon progress has delayed rice sowing  https://t.co/AgplFG2b2X,14,indias farmers are ramping up planting in the coming months after slow monsoon progress has delayed rice sowing  ,2
"In its fight to force Elon Musk to honour his agreement to buy Twitter for $44bn, the company has armed itself with the billionaire’s own tweets  https://t.co/TJyxVIFfVp",2,in its fight to force elon musk to honour his agreement to buy twitter for 44bn the company has armed itself with the billionaires own tweets  ,0
$NTRS $NTRSO - Northern Trust Corporation (NTRS) CEO Michael O'Grady on Q2 2022 Results - Earnings Call Transcript.  https://t.co/tkegAzcDZh #stocks #finance #markets,5,ntrs ntrso  northern trust corporation ntrs ceo michael ogrady on q2 2022 results  earnings call transcript   stocks finance markets,0
Knight-Swift Transportation Holdings Inc. Announces Results for Second Quarter 2022  https://t.co/o8XAu6zeZV  https://t.co/bu922qRaB9,5,knightswift transportation holdings inc announces results for second quarter 2022    ,0
American Airlines joined its main rivals in limiting flights this quarter as the industry grapples with a rash of costly flight disruptions  https://t.co/rCUvSF5lgj,2,american airlines joined its main rivals in limiting flights this quarter as the industry grapples with a rash of costly flight disruptions  ,2
"Russians have bought 5,849 homes in Turkey this year, making them the biggest buyers by nationality  https://t.co/ExSRbPC1Oz",14,russians have bought 5849 homes in turkey this year making them the biggest buyers by nationality  ,0
How to trade $GOOGL after the 20:1 stock split:  https://t.co/6u9RTB3XlL,18,how to trade googl after the 201 stock split  ,0
A Goldman executive who was instrumental in helping the bank make inroads in China has become president of its international division  https://t.co/YwDCJMSJ4v,17,a goldman executive who was instrumental in helping the bank make inroads in china has become president of its international division  ,0
From Breakingviews - Cathay Pacific charts hopeful course for Hong Kong  https://t.co/erw6uh5wzj,9,from breakingviews  cathay pacific charts hopeful course for hong kong  ,0
Nitro Continues Expansion in Canada with New Toronto Office  https://t.co/sdV4W868kF  https://t.co/JI2tOWUuda,2,nitro continues expansion in canada with new toronto office    ,0
Dow futures drop 400 points after much hotter-than-expected inflation report  https://t.co/mRoCYZAvRQ,15,dow futures drop 400 points after much hotterthanexpected inflation report  ,2
Kanin Energy Enters Agreement with Tallgrass to Develop Waste Heat to Power Clean Energy Projects  https://t.co/RjIvxb7UEz  https://t.co/G9ZKZTnl8D,2,kanin energy enters agreement with tallgrass to develop waste heat to power clean energy projects    ,0
US mortgage applications to buy or refinance a home fell to their lowest since the turn of the millennium in the latest sign of slowing housing demand  https://t.co/hC9NnPbEnR,14,us mortgage applications to buy or refinance a home fell to their lowest since the turn of the millennium in the latest sign of slowing housing demand  ,2
The Worldwide Enterprise Video Industry is Expected to Reach $48.8 Billion by 2030 -  https://t.co/guyiBzPH8C  https://t.co/GyE53oaVNc  https://t.co/eo4ozZN9Ua,14,the worldwide enterprise video industry is expected to reach 488 billion by 2030       ,0
Payoneer Expands Tax Suite with 1042 Forms for US businesses  https://t.co/TD9TY2XhZl  https://t.co/r3jlYiWQnu,2,payoneer expands tax suite with 1042 forms for us businesses    ,0
The risk of a prolonged gas-supply crunch could unleash a drought in Europe’s credit market that a bigger-than-expected ECB hike won’t fix  https://t.co/dG4QstZPK3,1,the risk of a prolonged gassupply crunch could unleash a drought in europes credit market that a biggerthanexpected ecb hike wont fix  ,2
"Recent gains in US payrolls, including a stronger-than-expected June advance, probably exaggerate current employment growth, according to Goldman Sachs  https://t.co/mpnJqYMQXq",14,recent gains in us payrolls including a strongerthanexpected june advance probably exaggerate current employment growth according to goldman sachs  ,1
"$OKTA - Okta: It's Good, But Not Good Enough.  https://t.co/Nf6Xq3PUOD #investing #finance #stocks",18,okta  okta its good but not good enough   investing finance stocks,1
$AMZN - The Value Of The Lord Of The Rings Series For Amazon.  https://t.co/dMmLwIHpfN #economy #markets #stockmarket,18,amzn  the value of the lord of the rings series for amazon   economy markets stockmarket,0
U.S. stocks open sharply lower after June CPI data showed inflation was higher than expected  https://t.co/qpaKvp3uLX,15,us stocks open sharply lower after june cpi data showed inflation was higher than expected  ,2
"Apple, Google, Meta: All of the tech companies hitting the brakes on hiring  https://t.co/vw8TRLb88Z by @ines_ferre and @DanielHowley  https://t.co/oE4YKdIMDE",2,apple google meta all of the tech companies hitting the brakes on hiring   by ines_ferre and danielhowley  ,0
The average rate on a 30-year fixed-rate mortgage increased to 5.51% from 5.30%.  https://t.co/1L8gfyor9j,3,the average rate on a 30year fixedrate mortgage increased to 551 from 530  ,0
"$ABT $AIRC $AVB - Stocks To Watch: Earnings Blitz Includes Netflix, Tesla, AT&amp;T, Philip Morris, And Twitter.  https://t.co/jXZ2lZFPpM #markets #finance #investing",5,abt airc avb  stocks to watch earnings blitz includes netflix tesla atampt philip morris and twitter   markets finance investing,0
Could the Republican Party be compared to the Taliban in regard to women's rights policies?  Attorney and women's rights activist @GloriaAllred discusses with @EmmaBarnett  https://t.co/69y8yHilX4  https://t.co/c5VzNNICh9,16,could the republican party be compared to the taliban in regard to womens rights policies  attorney and womens rights activist gloriaallred discusses with emmabarnett    ,0
